id,class
7445,4
7446,2
7447,4
7448,7
7449,6
7450,8
7451,4
7452,7
7453,0
7454,2
7455,4
7456,7
7457,5
7458,0
7459,3
7460,2
7461,5
7462,2
7463,5
7464,4
7465,3
7466,2
7467,0
7468,7
7469,2
7470,6
7471,3
7472,3
7473,0
7474,7
7475,5
7476,7
7477,6
7478,6
7479,4
7480,1
7481,9
7482,7
7483,3
7484,4
7485,3
7486,9
7487,4
7488,1
7489,9
7490,7
7491,9
7492,9
7493,4
7494,4
7495,1
7496,3
7497,0
7498,4
7499,3
7500,1
7501,6
7502,9
7503,3
7504,8
7505,8
7506,0
7507,4
7508,2
7509,3
7510,1
7511,4
7512,6
7513,5
7514,9
7515,1
7516,9
7517,8
7518,9
7519,6
7520,2
7521,8
7522,5
7523,5
7524,9
7525,1
7526,6
7527,1
7528,5
7529,7
7530,6
7531,4
7532,2
7533,6
7534,5
7535,0
7536,2
7537,6
7538,8
7539,9
7540,4
7541,8
7542,2
7543,3
7544,6
7545,2
7546,8
7547,8
7548,4
7549,0
7550,6
7551,7
7552,4
7553,8
7554,3
7555,6
7556,7
7557,6
7558,7
7559,9
7560,9
7561,9
7562,4
7563,6
7564,2
7565,3
7566,3
7567,5
7568,5
7569,3
7570,1
7571,1
7572,9
7573,6
7574,8
7575,4
7576,8
7577,9
7578,2
7579,8
7580,4
7581,9
7582,8
7583,9
7584,4
7585,7
7586,0
7587,5
7588,7
7589,2
7590,8
7591,4
7592,8
7593,4
7594,7
7595,5
7596,9
7597,7
7598,9
7599,3
7600,9
7601,0
7602,1
7603,4
7604,9
7605,4
7606,5
7607,2
7608,2
7609,1
7610,9
7611,0
7612,7
7613,8
7614,9
7615,8
7616,3
7617,0
7618,3
7619,9
7620,0
7621,2
7622,8
7623,6
7624,9
7625,7
7626,0
7627,0
7628,6
7629,2
7630,7
7631,2
7632,5
7633,4
7634,1
7635,6
7636,8
7637,9
7638,0
7639,5
7640,8
7641,5
7642,4
7643,3
7644,4
7645,0
7646,2
7647,4
7648,1
7649,9
7650,8
7651,1
7652,1
7653,2
7654,8
7655,3
7656,4
7657,6
7658,6
7659,0
7660,4
7661,8
7662,4
7663,8
7664,9
7665,4
7666,5
7667,3
7668,5
7669,7
7670,5
7671,3
7672,7
7673,7
7674,3
7675,4
7676,3
7677,7
7678,9
7679,8
7680,1
7681,4
7682,8
7683,2
7684,9
7685,3
7686,3
7687,4
7688,8
7689,6
7690,1
7691,5
7692,1
7693,2
7694,1
7695,0
7696,1
7697,6
7698,3
7699,1
7700,9
7701,0
7702,5
7703,0
7704,1
7705,1
7706,4
7707,9
7708,3
7709,5
7710,7
7711,6
7712,0
7713,1
7714,5
7715,4
7716,5
7717,3
7718,9
7719,8
7720,7
7721,3
7722,5
7723,7
7724,1
7725,6
7726,8
7727,0
7728,6
7729,9
7730,8
7731,3
7732,9
7733,6
7734,5
7735,8
7736,6
7737,3
7738,4
7739,2
7740,4
7741,7
7742,9
7743,2
7744,7
7745,2
7746,5
7747,3
7748,5
7749,8
7750,4
7751,7
7752,9
7753,2
7754,0
7755,6
7756,6
7757,3
7758,3
7759,3
7760,8
7761,5
7762,5
7763,8
7764,1
7765,2
7766,5
7767,4
7768,6
7769,2
7770,9
7771,1
7772,9
7773,4
7774,9
7775,5
7776,7
7777,4
7778,2
7779,0
7780,4
7781,1
7782,0
7783,4
7784,7
7785,4
7786,8
7787,6
7788,5
7789,4
7790,4
7791,8
7792,7
7793,4
7794,9
7795,0
7796,3
7797,4
7798,6
7799,7
7800,3
7801,1
7802,2
7803,6
7804,0
7805,3
7806,1
7807,1
7808,0
7809,1
7810,5
7811,8
7812,0
7813,0
7814,6
7815,3
7816,8
7817,4
7818,4
7819,0
7820,4
7821,0
7822,9
7823,5
7824,8
7825,2
7826,5
7827,1
7828,2
7829,0
7830,8
7831,2
7832,3
7833,2
7834,2
7835,9
7836,4
7837,7
7838,4
7839,0
7840,9
7841,1
7842,9
7843,5
7844,3
7845,2
7846,3
7847,2
7848,2
7849,1
7850,5
7851,0
7852,9
7853,7
7854,7
7855,5
7856,7
7857,6
7858,4
7859,0
7860,6
7861,3
7862,4
7863,8
7864,7
7865,7
7866,0
7867,3
7868,7
7869,7
7870,8
7871,8
7872,6
7873,8
7874,7
7875,0
7876,0
7877,4
7878,2
7879,7
7880,4
7881,2
7882,2
7883,4
7884,5
7885,9
7886,1
7887,5
7888,4
7889,3
7890,7
7891,1
7892,9
7893,4
7894,6
7895,1
7896,2
7897,7
7898,6
7899,1
7900,8
7901,5
7902,4
7903,1
7904,7
7905,3
7906,2
7907,0
7908,1
7909,4
7910,4
7911,9
7912,3
7913,0
7914,0
7915,4
7916,6
7917,1
7918,0
7919,1
7920,0
7921,6
7922,6
7923,3
7924,0
7925,7
7926,5
7927,9
7928,8
7929,4
7930,0
7931,3
7932,6
7933,5
7934,7
7935,0
7936,8
7937,7
7938,2
7939,8
7940,0
7941,9
7942,2
7943,9
7944,8
7945,8
7946,6
7947,8
7948,8
7949,1
7950,9
7951,9
7952,3
7953,3
7954,2
7955,6
7956,0
7957,7
7958,0
7959,2
7960,7
7961,3
7962,4
7963,5
7964,1
7965,8
7966,1
7967,3
7968,0
7969,7
7970,8
7971,4
7972,2
7973,4
7974,7
7975,1
7976,0
7977,1
7978,0
7979,6
7980,9
7981,5
7982,4
7983,0
7984,8
7985,7
7986,8
7987,8
7988,0
7989,2
7990,5
7991,8
7992,0
7993,7
7994,1
7995,1
7996,6
7997,0
7998,9
7999,5
8000,2
8001,8
8002,6
8003,8
8004,6
8005,6
8006,4
8007,0
8008,5
8009,2
8010,5
8011,8
8012,1
8013,6
8014,4
8015,1
8016,2
8017,4
8018,5
8019,1
8020,1
8021,1
8022,7
8023,6
8024,5
8025,4
8026,7
8027,3
8028,7
8029,3
8030,9
8031,9
8032,0
8033,2
8034,3
8035,9
8036,9
8037,5
8038,2
8039,5
8040,9
8041,5
8042,9
8043,9
8044,8
8045,3
8046,1
8047,0
8048,4
8049,4
8050,5
8051,4
8052,7
8053,1
8054,4
8055,3
8056,3
8057,8
8058,8
8059,8
8060,4
8061,3
8062,7
8063,4
8064,5
8065,5
8066,0
8067,4
8068,6
8069,1
8070,8
8071,4
8072,4
8073,6
8074,6
8075,4
8076,0
8077,3
8078,2
8079,8
8080,4
8081,2
8082,0
8083,7
8084,8
8085,5
8086,8
8087,4
8088,2
8089,2
8090,6
8091,8
8092,8
8093,7
8094,7
8095,0
8096,8
8097,3
8098,0
8099,9
8100,3
8101,5
8102,7
8103,6
8104,6
8105,9
8106,4
8107,5
8108,7
8109,4
8110,0
8111,0
8112,2
8113,0
8114,9
8115,5
8116,1
8117,8
8118,5
8119,4
8120,7
8121,9
8122,5
8123,0
8124,5
8125,3
8126,8
8127,8
8128,3
8129,5
8130,7
8131,1
8132,6
8133,4
8134,6
8135,6
8136,6
8137,6
8138,2
8139,1
8140,4
8141,7
8142,9
8143,0
8144,1
8145,0
8146,1
8147,4
8148,8
8149,2
8150,0
8151,9
8152,7
8153,5
8154,6
8155,8
8156,3
8157,4
8158,6
8159,8
8160,1
8161,8
8162,3
8163,5
8164,1
8165,0
8166,8
8167,8
8168,1
8169,6
8170,1
8171,4
8172,9
8173,7
8174,1
8175,5
8176,9
8177,0
8178,8
8179,2
8180,7
8181,7
8182,0
8183,3
8184,5
8185,1
8186,6
8187,2
8188,1
8189,8
8190,8
8191,6
8192,4
8193,5
8194,2
8195,7
8196,1
8197,1
8198,9
8199,0
8200,4
8201,3
8202,8
8203,6
8204,5
8205,6
8206,5
8207,0
8208,2
8209,7
8210,5
8211,9
8212,3
8213,0
8214,1
8215,1
8216,2
8217,3
8218,8
8219,8
8220,2
8221,6
8222,4
8223,0
8224,4
8225,2
8226,1
8227,0
8228,5
8229,9
8230,4
8231,6
8232,7
8233,3
8234,1
8235,7
8236,3
8237,7
8238,8
8239,7
8240,5
8241,8
8242,3
8243,7
8244,4
8245,1
8246,6
8247,3
8248,7
8249,5
8250,3
8251,6
8252,0
8253,4
8254,4
8255,8
8256,4
8257,6
8258,3
8259,6
8260,5
8261,4
8262,8
8263,2
8264,9
8265,8
8266,5
8267,6
8268,2
8269,8
8270,7
8271,9
8272,5
8273,0
8274,6
8275,2
8276,3
8277,6
8278,6
8279,5
8280,8
8281,6
8282,1
8283,3
8284,9
8285,5
8286,4
8287,0
8288,0
8289,9
8290,0
8291,3
8292,3
8293,7
8294,5
8295,0
8296,6
8297,7
8298,7
8299,8
8300,0
8301,1
8302,6
8303,9
8304,9
8305,5
8306,1
8307,0
8308,7
8309,0
8310,0
8311,1
8312,7
8313,0
8314,6
8315,7
8316,0
8317,4
8318,8
8319,8
8320,7
8321,1
8322,1
8323,5
8324,4
8325,3
8326,2
8327,7
8328,0
8329,9
8330,7
8331,7
8332,7
8333,4
8334,8
8335,9
8336,1
8337,2
8338,6
8339,6
8340,1
8341,2
8342,7
8343,1
8344,3
8345,0
8346,5
8347,4
8348,4
8349,4
8350,2
8351,8
8352,1
8353,7
8354,5
8355,6
8356,3
8357,9
8358,9
8359,4
8360,3
8361,3
8362,3
8363,4
8364,1
8365,9
8366,1
8367,4
8368,5
8369,9
8370,5
8371,2
8372,2
8373,8
8374,9
8375,6
8376,3
8377,7
8378,5
8379,8
8380,1
8381,1
8382,2
8383,1
8384,2
8385,7
8386,1
8387,6
8388,5
8389,8
8390,2
8391,0
8392,7
8393,9
8394,5
8395,2
8396,4
8397,2
8398,4
8399,5
8400,7
8401,9
8402,5
8403,9
8404,8
8405,3
8406,6
8407,3
8408,6
8409,9
8410,3
8411,3
8412,1
8413,7
8414,5
8415,6
8416,6
8417,3
8418,1
8419,4
8420,5
8421,4
8422,5
8423,7
8424,4
8425,9
8426,6
8427,9
8428,7
8429,6
8430,3
8431,8
8432,5
8433,7
8434,7
8435,7
8436,9
8437,3
8438,3
8439,8
8440,8
8441,4
8442,0
8443,2
8444,2
8445,5
8446,6
8447,6
8448,3
8449,4
8450,1
8451,1
8452,7
8453,6
8454,1
8455,9
8456,5
8457,8
8458,9
8459,5
8460,2
8461,8
8462,9
8463,4
8464,5
8465,9
8466,1
8467,1
8468,6
8469,1
8470,9
8471,0
8472,5
8473,7
8474,9
8475,8
8476,1
8477,7
8478,8
8479,2
8480,3
8481,4
8482,6
8483,2
8484,4
8485,0
8486,7
8487,8
8488,7
8489,6
8490,8
8491,4
8492,9
8493,4
8494,4
8495,5
8496,0
8497,9
8498,2
8499,0
8500,9
8501,7
8502,0
8503,4
8504,8
8505,4
8506,8
8507,4
8508,9
8509,8
8510,5
8511,4
8512,0
8513,7
8514,9
8515,1
8516,4
8517,3
8518,6
8519,8
8520,7
8521,5
8522,3
8523,4
8524,5
8525,9
8526,5
8527,0
8528,6
8529,5
8530,3
8531,2
8532,5
8533,3
8534,6
8535,2
8536,3
8537,7
8538,8
8539,9
8540,3
8541,1
8542,8
8543,6
8544,0
8545,1
8546,4
8547,6
8548,6
8549,2
8550,3
8551,0
8552,1
8553,6
8554,9
8555,7
8556,0
8557,1
8558,4
8559,8
8560,2
8561,0
8562,3
8563,7
8564,2
8565,0
8566,1
8567,3
8568,3
8569,0
8570,8
8571,7
8572,7
8573,3
8574,7
8575,0
8576,6
8577,8
8578,2
8579,3
8580,3
8581,8
8582,7
8583,3
8584,1
8585,9
8586,5
8587,2
8588,3
8589,3
8590,2
8591,9
8592,2
8593,8
8594,4
8595,3
8596,9
8597,6
8598,6
8599,7
8600,7
8601,0
8602,6
8603,3
8604,6
8605,3
8606,9
8607,0
8608,3
8609,5
8610,1
8611,7
8612,0
8613,3
8614,2
8615,8
8616,0
8617,2
8618,7
8619,2
8620,0
8621,9
8622,9
8623,7
8624,0
8625,9
8626,3
8627,6
8628,1
8629,5
8630,5
8631,8
8632,2
8633,5
8634,0
8635,5
8636,9
8637,8
8638,4
8639,6
8640,6
8641,1
8642,0
8643,0
8644,3
8645,9
8646,4
8647,9
8648,2
8649,1
8650,1
8651,6
8652,5
8653,3
8654,8
8655,4
8656,0
8657,8
8658,8
8659,6
8660,5
8661,0
8662,0
8663,1
8664,2
8665,7
8666,1
8667,2
8668,7
8669,5
8670,7
8671,6
8672,7
8673,1
8674,9
8675,3
8676,7
8677,2
8678,1
8679,0
8680,1
8681,6
8682,7
8683,9
8684,9
8685,0
8686,3
8687,5
8688,8
8689,2
8690,8
8691,4
8692,0
8693,0
8694,1
8695,5
8696,4
8697,9
8698,1
8699,9
8700,3
8701,6
8702,2
8703,4
8704,0
8705,4
8706,4
8707,2
8708,6
8709,1
8710,3
8711,4
8712,0
8713,3
8714,8
8715,9
8716,2
8717,5
8718,6
8719,4
8720,7
8721,5
8722,5
8723,9
8724,1
8725,7
8726,3
8727,8
8728,9
8729,7
8730,0
8731,7
8732,1
8733,0
8734,3
8735,2
8736,6
8737,8
8738,9
8739,0
8740,7
8741,1
8742,3
8743,3
8744,9
8745,7
8746,5
8747,1
8748,1
8749,2
8750,8
8751,0
8752,0
8753,5
8754,7
8755,0
8756,1
8757,4
8758,8
8759,8
8760,2
8761,9
8762,1
8763,9
8764,0
8765,4
8766,3
8767,5
8768,1
8769,2
8770,2
8771,7
8772,9
8773,3
8774,1
8775,7
8776,9
8777,5
8778,5
8779,9
8780,2
8781,5
8782,0
8783,4
8784,7
8785,1
8786,0
8787,6
8788,0
8789,4
8790,9
8791,0
8792,3
8793,5
8794,7
8795,6
8796,6
8797,8
8798,4
8799,0
8800,8
8801,0
8802,5
8803,9
8804,2
8805,1
8806,5
8807,5
8808,6
8809,4
8810,9
8811,2
8812,0
8813,3
8814,8
8815,2
8816,9
8817,9
8818,4
8819,3
8820,2
8821,4
8822,6
8823,3
8824,2
8825,1
8826,4
8827,9
8828,0
8829,9
8830,7
8831,1
8832,6
8833,0
8834,1
8835,4
8836,1
8837,0
8838,6
8839,9
8840,1
8841,6
8842,5
8843,8
8844,1
8845,8
8846,3
8847,1
8848,2
8849,1
8850,5
8851,2
8852,3
8853,6
8854,5
8855,1
8856,2
8857,9
8858,6
8859,0
8860,0
8861,8
8862,5
8863,9
8864,9
8865,2
8866,5
8867,9
8868,4
8869,0
8870,8
8871,3
8872,1
8873,3
8874,4
8875,1
8876,3
8877,3
8878,3
8879,4
8880,7
8881,7
8882,0
8883,0
8884,2
8885,6
8886,9
8887,9
8888,1
8889,6
8890,5
8891,6
8892,4
8893,7
8894,1
8895,3
8896,2
8897,5
8898,9
8899,7
8900,5
8901,4
8902,1
8903,4
8904,8
8905,4
8906,7
8907,3
8908,2
8909,2
8910,4
8911,7
8912,0
8913,3
8914,3
8915,0
8916,6
8917,0
8918,4
8919,1
8920,2
8921,7
8922,5
8923,0
8924,9
8925,1
8926,1
8927,9
8928,7
8929,8
8930,5
8931,2
8932,9
8933,5
8934,8
8935,1
8936,7
8937,7
8938,6
8939,6
8940,2
8941,1
8942,2
8943,5
8944,0
8945,1
8946,5
8947,7
8948,8
8949,2
8950,6
8951,0
8952,3
8953,7
8954,1
8955,5
8956,9
8957,4
8958,1
8959,9
8960,5
8961,9
8962,5
8963,0
8964,1
8965,8
8966,6
8967,6
8968,5
8969,6
8970,1
8971,3
8972,5
8973,4
8974,1
8975,6
8976,5
8977,0
8978,9
8979,7
8980,9
8981,3
8982,3
8983,6
8984,0
8985,0
8986,0
8987,7
8988,4
8989,9
8990,8
8991,4
8992,9
8993,6
8994,7
8995,5
8996,4
8997,9
8998,5
8999,0
9000,6
9001,2
9002,4
9003,1
9004,7
9005,4
9006,0
9007,0
9008,1
9009,3
9010,4
9011,5
9012,6
9013,1
9014,5
9015,6
9016,6
9017,3
9018,2
9019,7
9020,9
9021,9
9022,8
9023,9
9024,1
9025,5
9026,4
9027,2
9028,9
9029,2
9030,1
9031,8
9032,3
9033,7
9034,9
9035,3
9036,5
9037,9
9038,7
9039,8
9040,4
9041,1
9042,8
9043,0
9044,3
9045,4
9046,6
9047,4
9048,6
9049,4
9050,9
9051,4
9052,3
9053,7
9054,3
9055,7
9056,2
9057,4
9058,4
9059,8
9060,0
9061,3
9062,1
9063,6
9064,6
9065,6
9066,0
9067,9
9068,9
9069,6
9070,8
9071,6
9072,2
9073,8
9074,5
9075,3
9076,5
9077,4
9078,3
9079,8
9080,5
9081,7
9082,7
9083,9
9084,7
9085,2
9086,3
9087,0
9088,4
9089,4
9090,8
9091,9
9092,1
9093,5
9094,1
9095,0
9096,0
9097,1
9098,9
9099,2
9100,1
9101,9
9102,4
9103,8
9104,9
9105,1
9106,6
9107,8
9108,7
9109,3
9110,3
9111,7
9112,5
9113,8
9114,9
9115,6
9116,3
9117,0
9118,5
9119,2
9120,6
9121,5
9122,3
9123,3
9124,8
9125,1
9126,0
9127,0
9128,1
9129,1
9130,1
9131,2
9132,9
9133,9
9134,2
9135,7
9136,4
9137,5
9138,0
9139,5
9140,2
9141,0
9142,4
9143,2
9144,3
9145,6
9146,9
9147,6
9148,5
9149,2
9150,4
9151,6
9152,5
9153,6
9154,4
9155,0
9156,7
9157,2
9158,4
9159,9
9160,9
9161,0
9162,0
9163,4
9164,4
9165,5
9166,6
9167,5
9168,4
9169,2
9170,3
9171,7
9172,0
9173,9
9174,9
9175,2
9176,8
9177,5
9178,6
9179,0
9180,2
9181,9
9182,8
9183,6
9184,3
9185,1
9186,0
9187,8
9188,8
9189,9
9190,0
9191,1
9192,3
9193,3
9194,9
9195,7
9196,4
9197,1
9198,9
9199,5
9200,3
9201,9
9202,7
9203,3
9204,2
9205,0
9206,9
9207,2
9208,3
9209,9
9210,0
9211,2
9212,4
9213,3
9214,3
9215,1
9216,0
9217,5
9218,2
9219,1
9220,1
9221,1
9222,8
9223,0
9224,9
9225,9
9226,3
9227,2
9228,4
9229,1
9230,2
9231,7
9232,6
9233,2
9234,9
9235,2
9236,8
9237,6
9238,3
9239,7
9240,0
9241,0
9242,0
9243,5
9244,1
9245,6
9246,8
9247,7
9248,8
9249,2
9250,6
9251,2
9252,3
9253,0
9254,7
9255,5
9256,4
9257,8
9258,4
9259,5
9260,7
9261,5
9262,7
9263,0
9264,7
9265,1
9266,4
9267,6
9268,2
9269,0
9270,8
9271,7
9272,6
9273,9
9274,6
9275,2
9276,7
9277,5
9278,1
9279,8
9280,3
9281,8
9282,1
9283,6
9284,6
9285,1
9286,1
9287,0
9288,2
9289,0
9290,3
9291,8
9292,1
9293,2
9294,9
9295,1
9296,3
9297,6
9298,8
9299,3
9300,2
9301,5
9302,7
9303,0
9304,1
9305,8
9306,8
9307,0
9308,9
9309,6
9310,4
9311,1
9312,5
9313,0
9314,7
9315,1
9316,9
9317,0
9318,2
9319,3
9320,7
9321,1
9322,7
9323,0
9324,8
9325,8
9326,9
9327,6
9328,1
9329,9
9330,5
9331,8
9332,2
9333,5
9334,6
9335,2
9336,6
9337,3
9338,9
9339,2
9340,3
9341,2
9342,2
9343,5
9344,8
9345,6
9346,8
9347,8
9348,8
9349,8
9350,0
9351,4
9352,4
9353,6
9354,6
9355,8
9356,0
9357,5
9358,9
9359,8
9360,4
9361,1
9362,8
9363,4
9364,4
9365,8
9366,7
9367,1
9368,1
9369,9
9370,0
9371,6
9372,3
9373,2
9374,2
9375,1
9376,1
9377,5
9378,3
9379,4
9380,8
9381,5
9382,3
9383,6
9384,5
9385,0
9386,8
9387,5
9388,6
9389,4
9390,8
9391,4
9392,9
9393,9
9394,7
9395,6
9396,7
9397,5
9398,4
9399,2
9400,1
9401,3
9402,1
9403,8
9404,2
9405,1
9406,3
9407,2
9408,8
9409,5
9410,7
9411,8
9412,5
9413,2
9414,7
9415,3
9416,9
9417,4
9418,2
9419,1
9420,2
9421,9
9422,3
9423,3
9424,2
9425,6
9426,6
9427,8
9428,9
9429,4
9430,3
9431,6
9432,7
9433,3
9434,8
9435,1
9436,5
9437,9
9438,2
9439,0
9440,4
9441,6
9442,4
9443,0
9444,9
9445,5
9446,6
9447,1
9448,7
9449,2
9450,8
9451,1
9452,7
9453,6
9454,9
9455,6
9456,4
9457,5
9458,6
9459,4
9460,3
9461,1
9462,2
9463,3
9464,0
9465,1
9466,0
9467,0
9468,4
9469,6
9470,2
9471,6
9472,9
9473,5
9474,4
9475,0
9476,2
9477,2
9478,7
9479,3
9480,2
9481,6
9482,3
9483,7
9484,3
9485,9
9486,3
9487,3
9488,4
9489,2
9490,1
9491,3
9492,7
9493,6
9494,5
9495,1
9496,4
9497,9
9498,0
9499,2
9500,0
9501,8
9502,1
9503,2
9504,9
9505,4
9506,8
9507,8
9508,0
9509,2
9510,5
9511,3
9512,8
9513,2
9514,0
9515,1
9516,7
9517,8
9518,1
9519,5
9520,1
9521,7
9522,4
9523,3
9524,1
9525,9
9526,3
9527,5
9528,3
9529,0
9530,8
9531,3
9532,3
9533,4
9534,5
9535,9
9536,0
9537,9
9538,8
9539,2
9540,2
9541,7
9542,6
9543,9
9544,4
9545,9
9546,9
9547,0
9548,8
9549,6
9550,3
9551,0
9552,0
9553,6
9554,0
9555,8
9556,0
9557,9
9558,7
9559,5
9560,2
9561,9
9562,2
9563,8
9564,8
9565,2
9566,1
9567,9
9568,4
9569,1
9570,9
9571,2
9572,1
9573,2
9574,0
9575,5
9576,2
9577,4
9578,9
9579,1
9580,1
9581,2
9582,8
9583,1
9584,5
9585,8
9586,2
9587,6
9588,0
9589,1
9590,8
9591,5
9592,2
9593,7
9594,4
9595,2
9596,9
9597,2
9598,9
9599,4
9600,6
9601,2
9602,3
9603,0
9604,8
9605,5
9606,4
9607,3
9608,3
9609,0
9610,8
9611,1
9612,3
9613,5
9614,8
9615,6
9616,3
9617,4
9618,5
9619,6
9620,1
9621,1
9622,4
9623,0
9624,1
9625,8
9626,7
9627,0
9628,5
9629,8
9630,8
9631,3
9632,7
9633,2
9634,4
9635,0
9636,5
9637,0
9638,1
9639,8
9640,7
9641,9
9642,9
9643,2
9644,4
9645,8
9646,7
9647,6
9648,4
9649,5
9650,4
9651,1
9652,3
9653,5
9654,4
9655,5
9656,5
9657,7
9658,8
9659,7
9660,0
9661,4
9662,0
9663,3
9664,6
9665,5
9666,4
9667,8
9668,6
9669,7
9670,6
9671,9
9672,3
9673,2
9674,8
9675,4
9676,5
9677,8
9678,8
9679,2
9680,6
9681,0
9682,1
9683,6
9684,6
9685,1
9686,3
9687,9
9688,9
9689,1
9690,1
9691,4
9692,5
9693,8
9694,6
9695,6
9696,1
9697,9
9698,0
9699,5
9700,1
9701,7
9702,9
9703,4
9704,1
9705,5
9706,7
9707,3
9708,2
9709,2
9710,7
9711,5
9712,4
9713,3
9714,0
9715,8
9716,7
9717,2
9718,5
9719,8
9720,9
9721,6
9722,9
9723,2
9724,3
9725,1
9726,3
9727,6
9728,6
9729,8
9730,6
9731,3
9732,1
9733,1
9734,0
9735,2
9736,7
9737,1
9738,7
9739,8
9740,3
9741,3
9742,6
9743,4
9744,0
9745,5
9746,6
9747,9
9748,4
9749,7
9750,4
9751,2
9752,7
9753,0
9754,8
9755,7
9756,2
9757,3
9758,8
9759,3
9760,0
9761,5
9762,9
9763,4
9764,5
9765,4
9766,1
9767,9
9768,3
9769,2
9770,2
9771,3
9772,8
9773,9
9774,6
9775,6
9776,4
9777,6
9778,5
9779,0
9780,3
9781,6
9782,8
9783,3
9784,2
9785,2
9786,9
9787,8
9788,0
9789,9
9790,3
9791,2
9792,7
9793,4
9794,1
9795,6
9796,0
9797,8
9798,3
9799,9
9800,8
9801,7
9802,5
9803,1
9804,7
9805,7
9806,0
9807,6
9808,9
9809,1
9810,1
9811,7
9812,3
9813,8
9814,2
9815,2
9816,2
9817,3
9818,9
9819,2
9820,2
9821,3
9822,9
9823,5
9824,6
9825,8
9826,5
9827,2
9828,4
9829,8
9830,1
9831,0
9832,3
9833,6
9834,8
9835,8
9836,8
9837,5
9838,9
9839,6
9840,7
9841,9
9842,2
9843,8
9844,9
9845,7
9846,9
9847,8
9848,3
9849,3
9850,9
9851,3
9852,5
9853,4
9854,7
9855,5
9856,5
9857,5
9858,3
9859,7
9860,8
9861,6
9862,5
9863,3
9864,7
9865,1
9866,1
9867,4
9868,2
9869,7
9870,1
9871,2
9872,1
9873,1
9874,0
9875,3
9876,7
9877,3
9878,3
9879,3
9880,2
9881,1
9882,3
9883,7
9884,6
9885,6
9886,3
9887,2
9888,4
9889,6
9890,7
9891,9
9892,2
9893,3
9894,5
9895,0
9896,5
9897,8
9898,6
9899,6
9900,2
9901,1
9902,6
9903,5
9904,4
9905,4
9906,4
9907,2
9908,4
9909,3
9910,1
9911,5
9912,9
9913,7
9914,9
9915,1
9916,7
9917,9
9918,5
9919,6
9920,6
9921,6
9922,2
9923,9
9924,1
9925,3
9926,9
9927,1
9928,0
9929,0
9930,4
9931,2
9932,6
9933,3
9934,5
9935,6
9936,7
9937,0
9938,9
9939,0
9940,7
9941,5
9942,1
9943,8
9944,1
9945,3
9946,6
9947,3
9948,5
9949,8
9950,5
9951,1
9952,7
9953,0
9954,4
9955,2
9956,6
9957,0
9958,4
9959,8
9960,1
9961,8
9962,4
9963,2
9964,9
9965,4
9966,0
9967,3
9968,1
9969,4
9970,2
9971,3
9972,1
9973,8
9974,5
9975,5
9976,9
9977,5
9978,2
9979,2
9980,3
9981,8
9982,0
9983,1
9984,1
9985,8
9986,7
9987,3
9988,7
9989,6
9990,3
9991,2
9992,3
9993,7
9994,4
9995,1
9996,8
9997,0
9998,2
9999,1
10000,1
10001,3
10002,7
10003,8
10004,2
10005,3
10006,8
10007,7
10008,8
10009,4
10010,5
10011,9
10012,5
10013,8
10014,5
10015,2
10016,8
10017,4
10018,7
10019,7
10020,3
10021,0
10022,3
10023,0
10024,8
10025,0
10026,2
10027,3
10028,1
10029,6
10030,8
10031,3
10032,4
10033,5
10034,5
10035,0
10036,9
10037,0
10038,2
10039,9
10040,3
10041,0
10042,9
10043,2
10044,1
10045,8
10046,9
10047,3
10048,2
10049,3
10050,8
10051,2
10052,3
10053,0
10054,7
10055,1
10056,7
10057,1
10058,0
10059,7
10060,2
10061,4
10062,7
10063,3
10064,6
10065,0
10066,8
10067,8
10068,0
10069,3
10070,4
10071,2
10072,3
10073,3
10074,0
10075,5
10076,6
10077,3
10078,8
10079,9
10080,4
10081,5
10082,1
10083,9
10084,3
10085,0
10086,1
10087,3
10088,5
10089,9
10090,7
10091,1
10092,0
10093,2
10094,9
10095,6
10096,0
10097,8
10098,0
10099,7
10100,8
10101,4
10102,4
10103,1
10104,1
10105,4
10106,0
10107,9
10108,6
10109,9
10110,4
10111,0
10112,6
10113,3
10114,6
10115,1
10116,5
10117,4
10118,9
10119,2
10120,2
10121,4
10122,7
10123,7
10124,7
10125,2
10126,5
10127,4
10128,0
10129,8
10130,3
10131,1
10132,4
10133,0
10134,7
10135,2
10136,0
10137,3
10138,3
10139,8
10140,3
10141,6
10142,6
10143,1
10144,1
10145,3
10146,9
10147,7
10148,4
10149,0
10150,0
10151,0
10152,2
10153,3
10154,4
10155,5
10156,7
10157,5
10158,0
10159,6
10160,7
10161,6
10162,7
10163,8
10164,7
10165,9
10166,4
10167,9
10168,3
10169,1
10170,0
10171,7
10172,5
10173,2
10174,5
10175,8
10176,3
10177,8
10178,0
10179,0
10180,1
10181,6
10182,0
10183,5
10184,7
10185,7
10186,2
10187,1
10188,6
10189,9
10190,8
10191,0
10192,9
10193,2
10194,4
10195,6
10196,4
10197,7
10198,5
10199,3
10200,9
10201,2
10202,2
10203,5
10204,0
10205,8
10206,9
10207,7
10208,3
10209,9
10210,4
10211,6
10212,4
10213,9
10214,3
10215,6
10216,1
10217,6
10218,6
10219,1
10220,9
10221,0
10222,5
10223,4
10224,6
10225,9
10226,0
10227,7
10228,8
10229,3
10230,5
10231,5
10232,9
10233,7
10234,6
10235,5
10236,9
10237,1
10238,5
10239,6
10240,8
10241,6
10242,5
10243,2
